               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 481,           0.0081079,           0.0041004,           0.0010529,             0.99893,                   1,               0.995,             0.99211,            0.004185,           0.0015899,          0.00096762,            0.000496,            0.000496,            0.000496
                 482,           0.0069457,           0.0050592,           0.0010892,             0.99893,                   1,               0.995,             0.99129,           0.0039174,           0.0015468,          0.00096427,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0078561,            0.005231,           0.0011014,             0.99895,                   1,               0.995,              0.9869,           0.0042645,           0.0015882,          0.00095791,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0071032,           0.0058519,           0.0010723,             0.99893,                   1,               0.995,              0.9888,           0.0041624,           0.0015766,          0.00095297,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0078838,           0.0043389,           0.0011183,             0.99893,                   1,               0.995,             0.98881,           0.0041088,           0.0015766,          0.00095252,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0082122,           0.0055257,           0.0011096,             0.99893,                   1,               0.995,             0.98881,           0.0039506,           0.0015574,          0.00094973,            0.000397,            0.000397,            0.000397
                 487,           0.0065154,            0.003597,            0.001046,             0.99893,                   1,               0.995,             0.98881,           0.0040037,           0.0015418,          0.00094476,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0086396,           0.0043459,           0.0010841,             0.99894,                   1,               0.995,              0.9888,            0.003949,           0.0015439,           0.0009407,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0082965,           0.0042481,           0.0010434,             0.99895,                   1,               0.995,              0.9881,           0.0039324,           0.0015478,          0.00093887,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0074626,           0.0052562,           0.0010751,             0.99895,                   1,               0.995,             0.98577,           0.0039654,           0.0015513,           0.0009371,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0057341,           0.0038551,          0.00098496,             0.99895,                   1,               0.995,             0.98883,            0.003995,            0.001545,          0.00093642,            0.000298,            0.000298,            0.000298
                 492,            0.007709,            0.004921,           0.0010763,             0.99895,                   1,               0.995,             0.99292,           0.0039796,           0.0015475,          0.00093371,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0085254,           0.0055256,           0.0011615,             0.99895,                   1,               0.995,             0.99296,           0.0039146,           0.0015514,          0.00093491,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0076383,           0.0037575,            0.001023,             0.99894,                   1,               0.995,             0.99292,           0.0039115,           0.0015506,          0.00093346,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0082369,           0.0055923,           0.0010812,             0.99894,                   1,               0.995,             0.99295,           0.0039189,           0.0015537,          0.00093003,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0087946,           0.0054745,           0.0010743,             0.99896,                   1,               0.995,             0.99295,            0.003881,           0.0015569,           0.0009293,            0.000199,            0.000199,            0.000199
                 497,           0.0073751,           0.0040961,           0.0010238,             0.99895,                   1,               0.995,             0.99295,           0.0038924,           0.0015545,           0.0009275,           0.0001792,           0.0001792,           0.0001792
                 498,            0.008315,           0.0056056,           0.0010749,             0.99894,                   1,               0.995,             0.99052,           0.0039071,           0.0015567,          0.00092464,           0.0001594,           0.0001594,           0.0001594
                 499,            0.007801,           0.0043159,           0.0010808,             0.99894,                   1,               0.995,             0.98617,              0.0039,           0.0015528,          0.00092399,           0.0001396,           0.0001396,           0.0001396
